modelo,notacao_kendall,periodo,lambda_hora,c,tempo_medio_servico_seg,mu_estimado_hora,rho_medio,Wq_media_seg,Wq_desvio_padrao_seg,W_media_seg,W_desvio_padrao_seg,Lq_media,L_media,utilizacao_media,P95_W_medio_seg,throughput_medio_hora,taxa_fila_media,quantidade_replicas,status_predominante,fator_degradacao_medio,erro_little_L_medio,erro_little_Lq_medio
M/G/c_triangular,M/G/c/∞/∞/FIFO,fora_pico,60,5,12.4717,288.6535115501495,0.041572333333333336,0.0,0.0,12.480702546671443,0.00433644889409674,0.0,0.20801170911119074,0.0414085802116363,12.6014790433252,59.697777777777766,0.0,30,ESTAVEL,0.9834582892012214,3.0939116932243667,
M/G/c_triangular,M/G/c/∞/∞/FIFO,fora_pico,60,8,12.4717,288.6535115501495,0.025982708333333344,0.0,0.0,12.479992160926411,0.0033273319463487452,0.0,0.2079998693487735,0.026143616634900856,12.600704184857243,60.31111111111112,0.0,30,ESTAVEL,0.9834023120038744,3.8828649066980914,
M/G/c_triangular,M/G/c/∞/∞/FIFO,fora_pico,60,10,12.4717,288.6535115501495,0.020786166666666668,0.0,0.0,12.48047089978334,0.003455737460966984,0.0,0.2080078483297223,0.02085816631548715,12.60373716812206,60.14222222222222,0.0,30,ESTAVEL,0.9834400358175339,4.011541297888998,
M/G/c_triangular,M/G/c/∞/∞/FIFO,fora_pico,60,15,12.4717,288.6535115501495,0.013857444444444441,0.0,0.0,12.480958616210298,0.003505594257094849,0.0,0.2080159769368383,0.013835368072091282,12.60327544122096,59.822222222222216,0.0,30,ESTAVEL,0.9834784670485545,3.9513298760373776,
M/G/c_triangular,M/G/c/∞/∞/FIFO,fora_pico,120,1,12.4717,288.6535115501495,0.4157233333333335,4.460673605825487,0.5635849892333819,16.940839214091465,0.5630286862200569,0.14868912019418296,0.5646946404697156,0.41399213660135603,32.771928851218654,119.28888888888886,0.4136377234173486,30,ESTAVEL,1.3349095284356953,2.7216214513810693,2.837184081004623
M/G/c_triangular,M/G/c/∞/∞/FIFO,fora_pico,120,2,12.4717,288.6535115501495,0.20786166666666675,0.30242107632987325,0.06592972732558469,12.783227610404584,0.06645735053554541,0.01008070254432911,0.42610758701348594,0.20691422983652444,14.180495642011099,119.30222222222223,0.06576246146032616,30,ESTAVEL,1.007296753462901,2.72862059807335,2.674458613315639
M/G/c_triangular,M/G/c/∞/∞/FIFO,fora_pico,120,3,12.4717,288.6535115501495,0.13857444444444444,0.030004539527951755,0.013453322253294762,12.510712310404314,0.013632212594489622,0.001000151317598392,0.4170237436801437,0.13965727204563294,12.606902253655019,120.78222222222225,0.009439964577202293,30,ESTAVEL,0.9858230079171506,3.2295929763279174,3.8931241572172453
M/G/c_triangular,M/G/c/∞/∞/FIFO,fora_pico,120,4,12.4717,288.6535115501495,0.10393083333333338,0.0026807812395801406,0.00379682753220457,12.482990234762617,0.004580330873200335,8.935937465267136e-05,0.41609967449208723,0.10458471544564503,12.603579585620874,120.6222222222222,0.001025068660839434,30,ESTAVEL,0.9836385551604457,2.4438141796730166,2.712418300653596
M/G/c_triangular,M/G/c/∞/∞/FIFO,fora_pico,120,5,12.4717,288.6535115501495,0.08314466666666667,0.0002928235845274797,0.0011356454755190716,12.481595316930344,0.0021506665971658635,9.76078615091599e-06,0.4160531772310114,0.08302570595514622,12.60231359156402,119.65777777777777,0.0001494304520868529,30,ESTAVEL,0.9835286379903365,2.758921509580919,2.999999999999997
M/G/c_triangular,M/G/c/∞/∞/FIFO,fora_pico,120,8,12.4717,288.6535115501495,0.05196541666666669,0.0,0.0,12.479507369352461,0.002101689179671392,0.0,0.4159835789784152,0.05195396948128735,12.600943433996216,119.82666666666664,0.0,30,ESTAVEL,0.9833641112463325,2.8794328736026964,
